학구ID,학교ID,학교명,학교급구분,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,데이터기준일자,X,Y
Z000200531,B000009886,충북대학교사범대학부설중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2023-03-22,239225.71386388983,447356.9070872979
Z000200200,B000009649,천보중학교,중학교,7530000,경기도교육청,7561000,경기도의정부교육지원청,2023-03-22,205731.08032800912,572317.6072902218
Z000210025,B000009649,천보중학교,중학교,7530000,경기도교육청,7711000,경기도포천교육지원청,2023-03-22,205731.08032800912,572317.6072902218
Z000200042,B000008420,한양대학교사범대학부속중학교,중학교,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2023-03-22,203900.63741468548,551369.5939058266
Z000200988,B000010641,장성삼서중학교,중학교,8490000,전라남도교육청,8691000,전라남도장성교육지원청,2023-03-22,168300.5809671084,292581.3207973549
Z000200787,B000010354,진안중학교,중학교,8320000,전라북도교육청,8401000,전라북도진안교육지원청,2023-03-22,237805.2542226127,355946.490575498
Z000200787,B000010354,진안중학교,중학교,8320000,전라북도교육청,8401000,전라북도진안교육지원청,2023-03-22,203384.36672762773,512999.917943689
Z000200679,B000010151,서천여자중학교,중학교,8140000,충청남도교육청,8241000,충청남도서천교육지원청,2023-03-22,172355.48730179569,387058.0697380828
Z000200012,B000008176,난곡중학교,중학교,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2023-03-22,192096.7076359145,542027.3385911133
Z000200185,B000023773,수원다산중학교,중학교,7530000,경기도교육청,7541000,경기도수원교육지원청,2023-03-22,204543.65271653215,520520.9767039266
Z000200026,B000008292,강일중학교,중학교,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2023-03-22,212216.57026456264,550643.3844640995
Z000200667,B000010140,부여여자중학교,중학교,8140000,충청남도교육청,8231000,충청남도부여교육지원청,2023-03-22,193202.75574509197,409879.4532602958
Z000200089,B000008759,신흥중학교,중학교,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2023-03-22,204167.0385616608,592263.2014390671
Z000200089,B000008759,신흥중학교,중학교,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2023-03-22,418528.7723748259,376840.7924520125
Z000200089,B000008759,신흥중학교,중학교,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2023-03-22,167253.83459599564,539441.6195214703
Z000200858,B000024615,순천승주중학교,중학교,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2023-03-22,234504.3279628289,269097.3700208456
Z000210348,B000009971,이원중학교,중학교,8000000,충청북도교육청,8061000,충청북도옥천교육지원청,2023-03-22,255242.85916810887,405839.3704381221
Z000200559,B000009971,이원중학교,중학교,8000000,충청북도교육청,8061000,충청북도옥천교육지원청,2023-03-22,255242.85916810887,405839.3704381221
Z000201408,B000009471,광문중학교,중학교,7530000,경기도교육청,7591000,경기도광명교육지원청,2023-03-22,186975.89215130635,540798.8928603049
Z000210348,B000009968,옥천중학교,중학교,8000000,충청북도교육청,8061000,충청북도옥천교육지원청,2023-03-22,251122.07292713583,412056.9061325576
Z000210325,B000009968,옥천중학교,중학교,8000000,충청북도교육청,8061000,충청북도옥천교육지원청,2023-03-22,251122.07292713583,412056.9061325576
Z000210056,B000009968,옥천중학교,중학교,8000000,충청북도교육청,8061000,충청북도옥천교육지원청,2023-03-22,251122.07292713583,412056.9061325576
Z000210055,B000009968,옥천중학교,중학교,8000000,충청북도교육청,8071000,충청북도영동교육지원청,2023-03-22,251122.07292713583,412056.9061325576
Z000201210,B000011011,마산중앙중학교,중학교,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2023-03-22,345330.7095035756,295203.0080469653
Z000201049,B000010719,불국중학교,중학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,408801.86891354935,355375.863654691
Z000200726,B000010218,전주용흥중학교,중학교,8320000,전라북도교육청,8331000,전라북도전주교육지원청,2023-03-22,210258.69383241716,354902.867775862
Z000200816,B000010394,자유중학교,중학교,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2023-03-22,172417.8835802565,316053.3317276543
Z000200064,B000008619,동백중학교,중학교,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2023-03-22,398075.2158671668,287626.63160330686
Z000200064,B000008619,동백중학교,중학교,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2023-03-22,214057.6291883161,520694.16797759954
Z000200290,B000009431,석우중학교,중학교,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2023-03-22,206240.53785244303,512115.5635084509
Z000200163,B000009079,대송중학교,중학교,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2023-03-22,176263.19956696947,563490.1422914889
Z000200163,B000009079,대송중학교,중학교,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2023-03-22,419534.0286212493,325771.34398634825
Z000200163,B000009079,대송중학교,중학교,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2023-03-22,412834.58301948,378137.17371567816
Z000210081,B000010743,성의여자중학교,중학교,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2023-03-22,300135.8551985166,391832.61152003496
Z000210077,B000010743,성의여자중학교,중학교,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2023-03-22,300135.8551985166,391832.61152003496
Z000201058,B000010743,성의여자중학교,중학교,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2023-03-22,300135.8551985166,391832.61152003496
Z000201057,B000010746,개령중학교,중학교,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2023-03-22,306618.50946029,397284.71535553
Z000210207,B000010746,개령중학교,중학교,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2023-03-22,306618.50946029,397284.71535553
Z000200056,B000008597,덕포여자중학교,중학교,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2023-03-22,380953.4050073145,287759.92960814654
Z000200188,B000009143,조원중학교,중학교,7530000,경기도교육청,7541000,경기도수원교육지원청,2023-03-22,201478.95376578253,523139.7369068599
Z000200379,B000009315,신봉중학교,중학교,7530000,경기도교육청,7751000,경기도용인교육지원청,2023-03-22,205699.4770831803,525344.837813097
Z000201231,B000011049,반성중학교,중학교,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2023-03-22,316183.4989570588,287248.2423061832
Z000200009,B000008152,성산중학교,중학교,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2023-03-22,337182.74335407536,363184.8923842859
Z000200009,B000008152,성산중학교,중학교,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2023-03-22,333403.9519877087,336825.4832550836
Z000200009,B000008152,성산중학교,중학교,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2023-03-22,191671.50417146625,94440.75694034743
Z000200009,B000008152,성산중학교,중학교,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2023-03-22,192567.966684986,549741.9168353494
Z000200009,B000008152,성산중학교,중학교,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2023-03-22,323186.6620561252,351370.16312850907
Z000200376,B000009358,모현중학교,중학교,7530000,경기도교육청,7751000,경기도용인교육지원청,2023-03-22,220499.48146743857,527198.8097334339
Z000201409,B000009474,광명중학교,중학교,7530000,경기도교육청,7591000,경기도광명교육지원청,2023-03-22,188250.63392354205,542105.6378919266
Z000200941,B000010583,도암중학교,중학교,8490000,전라남도교육청,8631000,전라남도강진교육지원청,2023-03-22,174600.882199998,217106.8560826104
Z000210209,B000010583,도암중학교,중학교,8490000,전라남도교육청,8631000,전라남도강진교육지원청,2023-03-22,174600.882199998,217106.8560826104
Z000200652,B000010110,제원중학교,중학교,8140000,충청남도교육청,8201000,충청남도금산교육지원청,2023-03-22,248645.6370629376,390611.4980806342
Z000201036,B000010709,신광중학교,중학교,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2023-03-22,193783.03236284165,286965.6927640693
Z000201036,B000010709,신광중학교,중학교,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2023-03-22,403807.4449822269,394884.7842441179
Z000200112,B000008883,심도중학교,중학교,7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2023-03-22,148937.02945068886,559301.3214626552
Z000210161,B000009937,신명중학교,중학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2023-03-22,280926.9035843824,499196.2987477199
Z000210161,B000009937,신명중학교,중학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2023-03-22,213214.05423658405,549171.5125347895
Z000200540,B000009937,신명중학교,중학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2023-03-22,280926.9035843824,499196.2987477199
Z000200540,B000009937,신명중학교,중학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2023-03-22,213214.05423658405,549171.5125347895
Z000201416,B000010304,소성중학교,중학교,8320000,전라북도교육청,8361000,전라북도정읍교육지원청,2023-03-22,180512.60413570763,328783.76885052334
Z000201356,B000011246,제주대학교사범대학부설중학교,중학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2023-03-22,154422.47916978027,102510.33966726926
Z000201357,B000011246,제주대학교사범대학부설중학교,중학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2023-03-22,154422.47916978027,102510.33966726926
Z000201355,B000011246,제주대학교사범대학부설중학교,중학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2023-03-22,154422.47916978027,102510.33966726926
Z000200814,B000010404,고창남중학교,중학교,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2023-03-22,167995.41972440126,308581.8887003066
Z000200057,B000008572,덕천중학교,중학교,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2023-03-22,383195.8327124319,292703.70201351115
Z000201163,B000010917,쌍림중학교,중학교,8750000,경상북도교육청,8921000,경상북도고령교육지원청,2023-03-22,312566.3620944851,343760.0048732327
Z000210218,B000010917,쌍림중학교,중학교,8750000,경상북도교육청,8921000,경상북도고령교육지원청,2023-03-22,312566.3620944851,343760.0048732327
Z000210248,B000009922,충주중학교,중학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2023-03-22,283651.6114537226,484848.47931290464
Z000200544,B000009922,충주중학교,중학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2023-03-22,283651.6114537226,484848.47931290464
Z000200680,B000010152,장항중학교,중학교,8140000,충청남도교육청,8241000,충청남도서천교육지원청,2023-03-22,173163.99870343076,378955.1698839792
Z000210040,B000009983,진천여자중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2023-03-22,240732.38381364945,474536.0987287936
Z000200572,B000009983,진천여자중학교,중학교,8000000,충청북도교육청,8081000,충청북도진천교육지원청,2023-03-22,240732.38381364945,474536.0987287936
Z000210189,B000009740,광판중학교,중학교,7800000,강원도교육청,7811000,강원도춘천교육지원청,2023-03-22,261605.37367612135,569526.7876224396
Z000210243,B000009740,광판중학교,중학교,7800000,강원도교육청,7811000,강원도춘천교육지원청,2023-03-22,261605.37367612135,569526.7876224396
Z000200415,B000009740,광판중학교,중학교,7800000,강원도교육청,7811000,강원도춘천교육지원청,2023-03-22,261605.37367612135,569526.7876224396
Z000200042,B000008414,동마중학교,중학교,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2023-03-22,203534.30171957173,551431.4090659516
Z000200050,B000008510,양동여자중학교,중학교,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2023-03-22,389565.2218715738,287963.39445247914
Z000200198,B000009183,성남문원중학교,중학교,7530000,경기도교육청,7551000,경기도성남교육지원청,2023-03-22,213926.72786558757,540158.0710254974
Z000201420,B000010301,왕신여자중학교,중학교,8320000,전라북도교육청,8361000,전라북도정읍교육지원청,2023-03-22,189916.7496897983,342987.4188937645
Z000200373,B000009322,보라중학교,중학교,7530000,경기도교육청,7751000,경기도용인교육지원청,2023-03-22,209574.1237532702,516729.5513734777
Z000200909,B000010532,녹동중학교,중학교,8490000,전라남도교육청,8591000,전라남도고흥교육지원청,2023-03-22,212556.2432359351,215548.87980128409
Z000200016,B000008221,을지중학교,중학교,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2023-03-22,206339.33210134532,561142.6217775799
Z000201208,B000011001,대방중학교,중학교,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2023-03-22,355461.6960449838,291774.31389980874
Z000201208,B000011001,대방중학교,중학교,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2023-03-22,192374.0521007561,543972.2032792999
Z000201126,B000010867,부계중학교,중학교,8750000,경상북도교육청,8861000,경상북도군위교육지원청,2023-03-22,349096.0181487218,388060.3664336017
Z000201226,B000011039,진명여자중학교,중학교,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2023-03-22,302483.0207982465,288497.04675464454
Z000210186,B000011039,진명여자중학교,중학교,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2023-03-22,302483.0207982465,288497.04675464454
Z000201024,B000010667,임자중학교,중학교,8490000,전라남도교육청,8721000,전라남도신안교육지원청,2023-03-22,117881.59265361544,277468.4638513048
Z000200101,B000008810,인천여자중학교,중학교,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2023-03-22,171132.12707411955,533933.7874903108
Z000200738,B000010284,삼기중학교,중학교,8320000,전라북도교육청,8351000,전라북도익산교육지원청,2023-03-22,198459.3062920585,380388.69845162303
Z000201354,B000011271,저청중학교,중학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2023-03-22,130374.21449210022,81542.70421937044
Z000200188,B000009132,수일중학교,중학교,7530000,경기도교육청,7541000,경기도수원교육지원청,2023-03-22,200183.94660557836,523420.9214770294
Z000201405,B000009456,서신중학교,중학교,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2023-03-22,173439.87175157183,507825.4075912307
Z000210081,B000010736,김천중앙중학교,중학교,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2023-03-22,297615.76536613534,394284.0617172528
Z000210077,B000010736,김천중앙중학교,중학교,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2023-03-22,297615.76536613534,394284.0617172528
Z000201058,B000010736,김천중앙중학교,중학교,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2023-03-22,297615.76536613534,394284.0617172528
Z000210191,B000009609,미금중학교,중학교,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2023-03-22,214032.81892884435,557287.9346781948
Z000200263,B000009609,미금중학교,중학교,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2023-03-22,214032.81892884435,557287.9346781948
Z000200113,B000008867,인천가좌여자중학교,중학교,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2023-03-22,171656.9391630109,545461.8878163146
Z000210361,B000011178,보광중학교,중학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2023-03-22,389449.41728116537,323658.4198745228
Z000210364,B000011178,보광중학교,중학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2023-03-22,389449.41728116537,323658.4198745228
Z000201294,B000011178,보광중학교,중학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2023-03-22,389449.41728116537,323658.4198745228
Z000201380,B000026127,양지중학교,중학교,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2023-03-22,224062.35060788985,434497.8548853091
Z000201380,B000026127,양지중학교,중학교,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2023-03-22,185216.1287777125,522855.13411282806
Z000200257,B000009381,의왕부곡중학교,중학교,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2023-03-22,196160.4288322265,523909.4341119884
Z000200044,B000008428,용곡중학교,중학교,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2023-03-22,207838.0528802859,551806.8220471127
Z000200917,B000010548,벌교여자중학교,중학교,8490000,전라남도교육청,8601000,전라남도보성교육지원청,2023-03-22,231227.5670005994,249949.26162785472
Z000201133,B000010882,다인중학교,중학교,8750000,경상북도교육청,8871000,경상북도의성교육지원청,2023-03-22,321506.4855722869,429160.7396835331
Z000210113,B000010882,다인중학교,중학교,8750000,경상북도교육청,8871000,경상북도의성교육지원청,2023-03-22,321506.4855722869,429160.7396835331
Z000201197,B000010966,부구중학교,중학교,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2023-03-22,409507.69109849166,502595.5660274445
Z000200708,B000010196,남면중학교,중학교,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2023-03-22,137390.386787623,453003.6336679443
Z000200045,B000008454,미양중학교,중학교,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2023-03-22,201104.71575024343,558192.9310621823
Z000200083,B000008750,화원중학교,중학교,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2023-03-22,186072.41681503848,548588.1362505106
Z000200083,B000008750,화원중학교,중학교,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2023-03-22,336460.4638595543,356766.2095987453
Z000200083,B000008750,화원중학교,중학교,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2023-03-22,138001.69848945684,230673.7169203703
Z000200186,B000009152,세류중학교,중학교,7530000,경기도교육청,7541000,경기도수원교육지원청,2023-03-22,200607.61415331863,517594.5608891754
Z000200758,B000010326,용북중학교,중학교,8320000,전라북도교육청,8371000,전라북도남원교육지원청,2023-03-22,233057.5288504033,321716.16439182666
Z000200188,B000009179,삼일중학교,중학교,7530000,경기도교육청,7541000,경기도수원교육지원청,2023-03-22,201775.5327344774,520740.4050212093
Z000200188,B000009179,삼일중학교,중학교,7530000,경기도교육청,7541000,경기도수원교육지원청,2023-03-22,391737.7035171916,539222.2666021055
Z000201084,B000010795,해평중학교,중학교,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2023-03-22,325251.12852440984,400969.8474126124
Z000210094,B000010795,해평중학교,중학교,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2023-03-22,325251.12852440984,400969.8474126124
Z000201095,B000010820,영안중학교,중학교,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2023-03-22,381210.2254264547,370838.21043353865
Z000210099,B000010820,영안중학교,중학교,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2023-03-22,381210.2254264547,370838.21043353865
Z000200042,B000008418,옥정중학교,중학교,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2023-03-22,201099.27043190465,549113.610622341
Z000200042,B000008418,옥정중학교,중학교,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2023-03-22,207780.185647122,580230.5617558039
Z000200113,B000008880,서곶중학교,중학교,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2023-03-22,170932.77740634562,549995.5011491433
Z000200880,B000010510,광양여자중학교,중학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2023-03-22,252887.5684938773,264603.1602906926
Z000210248,B000023058,충주미덕중학교,중학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2023-03-22,283775.1861624057,483555.4711604039
Z000200544,B000023058,충주미덕중학교,중학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2023-03-22,283775.1861624057,483555.4711604039
Z000200097,B000008785,영흥중학교,중학교,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2023-03-22,153885.64336081286,518655.59766780166
Z000200097,B000008785,영흥중학교,중학교,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2023-03-22,146621.78762962628,245636.17081038177
Z000200871,B000010492,남평중학교,중학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2023-03-22,186034.15504941763,272059.4424644692
Z000201123,B000010861,진량중학교,중학교,8750000,경상북도교육청,8851000,경상북도경산교육지원청,2023-03-22,363524.95020622265,365855.84268870606
Z000210321,B000010861,진량중학교,중학교,8750000,경상북도교육청,8851000,경상북도경산교육지원청,2023-03-22,363524.95020622265,365855.84268870606
Z000210111,B000010861,진량중학교,중학교,8750000,경상북도교육청,8851000,경상북도경산교육지원청,2023-03-22,363524.95020622265,365855.84268870606
Z000210110,B000010861,진량중학교,중학교,8750000,경상북도교육청,8851000,경상북도경산교육지원청,2023-03-22,363524.95020622265,365855.84268870606
Z000200046,B000008437,숭곡중학교,중학교,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2023-03-22,202779.9327443588,556529.5895649936
Z000200154,B000009036,대전만년중학교,중학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2023-03-22,233733.8606604067,418793.42715206393
Z000210274,B000009036,대전만년중학교,중학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2023-03-22,233733.8606604067,418793.42715206393
Z000200021,B000008245,대경중학교,중학교,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2023-03-22,212327.1375616402,580784.6683947103
Z000200021,B000008245,대경중학교,중학교,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2023-03-22,201509.7175590443,550764.8518771809
Z000200666,B000010147,백제중학교,중학교,8140000,충청남도교육청,8231000,충청남도부여교육지원청,2023-03-22,187843.5635903437,408319.71465294185
Z000210248,B000009933,앙성중학교,중학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2023-03-22,266777.9410560365,501906.03680557234
Z000210162,B000009933,앙성중학교,중학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2023-03-22,266777.9410560365,501906.03680557234
Z000210050,B000009933,앙성중학교,중학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2023-03-22,266777.9410560365,501906.03680557234
Z000200541,B000009933,앙성중학교,중학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2023-03-22,266777.9410560365,501906.03680557234
Z000210252,B000009907,솔밭중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2023-03-22,238417.0014070712,449145.7382470269
Z000200531,B000009907,솔밭중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2023-03-22,238417.0014070712,449145.7382470269
Z000200065,B000008615,반여중학교,중학교,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2023-03-22,394508.9101386935,291378.74303513794
Z000200191,B000009171,영덕중학교,중학교,7530000,경기도교육청,7541000,경기도수원교육지원청,2023-03-22,206429.22108189244,517686.8465159221
Z000200191,B000009171,영덕중학교,중학교,7530000,경기도교육청,7541000,경기도수원교육지원청,2023-03-22,412532.0056831712,426809.7280323688
Z000200023,B000008252,배문중학교,중학교,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2023-03-22,196808.86221822127,550042.8309535254
Z000200044,B000008426,광양중학교,중학교,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2023-03-22,207597.4508385269,547858.9593289624
Z000200044,B000008426,광양중학교,중학교,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2023-03-22,253863.49084910285,265026.9768552637
Z000201207,B000010988,도계중학교,중학교,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2023-03-22,348726.2211891629,296636.461022191
Z000201207,B000010988,도계중학교,중학교,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2023-03-22,381877.0109825223,516616.3384770058
Z000201047,B000010722,문화중학교,중학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,193062.41272428443,286886.17769545986
Z000201047,B000010722,문화중학교,중학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,395874.50126392354,364003.7632249567
Z000210252,B000009905,서경중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2023-03-22,239484.1901709641,446833.5232740586
Z000200531,B000009905,서경중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2023-03-22,239484.1901709641,446833.5232740586
Z000210105,B000009964,보은여자중학교,중학교,8750000,경상북도교육청,8831000,경상북도상주교육지원청,2023-03-22,264190.5297549012,433121.73261918896
Z000200554,B000009964,보은여자중학교,중학교,8000000,충청북도교육청,8051000,충청북도보은교육지원청,2023-03-22,264190.5297549012,433121.73261918896
Z000210172,B000009964,보은여자중학교,중학교,8000000,충청북도교육청,8051000,충청북도보은교육지원청,2023-03-22,264190.5297549012,433121.73261918896
Z000200728,B000010229,전주솔빛중학교,중학교,8320000,전라북도교육청,8331000,전라북도전주교육지원청,2023-03-22,211221.50296533149,362392.347552486
Z000210179,B000010638,장성백암중학교,중학교,8490000,전라남도교육청,8691000,전라남도장성교육지원청,2023-03-22,183240.59552223323,314943.3393409592
Z000200991,B000010638,장성백암중학교,중학교,8490000,전라남도교육청,8691000,전라남도장성교육지원청,2023-03-22,183240.59552223323,314943.3393409592
Z000200253,B000009413,한광중학교,중학교,7530000,경기도교육청,7631000,경기도평택교육지원청,2023-03-22,208544.19067979892,488704.5731339721
Z000210009,B000009413,한광중학교,중학교,7530000,경기도교육청,7631000,경기도평택교육지원청,2023-03-22,208544.19067979892,488704.5731339721
Z000210008,B000009413,한광중학교,중학교,7530000,경기도교육청,7631000,경기도평택교육지원청,2023-03-22,208544.19067979892,488704.5731339721
Z000210010,B000009413,한광중학교,중학교,7530000,경기도교육청,7631000,경기도평택교육지원청,2023-03-22,208544.19067979892,488704.5731339721
Z000200745,B000010274,익산부송중학교,중학교,8320000,전라북도교육청,8351000,전라북도익산교육지원청,2023-03-22,199640.28103341133,373146.0010045406
Z000200748,B000010291,황등중학교,중학교,8320000,전라북도교육청,8351000,전라북도익산교육지원청,2023-03-22,195143.10249029292,378869.2033916292
Z000201226,B000011037,진주제일중학교,중학교,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2023-03-22,297184.74317425606,287088.47612301883
Z000210186,B000011037,진주제일중학교,중학교,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2023-03-22,297184.74317425606,287088.47612301883
Z000200196,B000009200,샛별중학교,중학교,7530000,경기도교육청,7551000,경기도성남교육지원청,2023-03-22,211446.74398899483,529937.3150684305
Z000200196,B000009200,샛별중학교,중학교,7530000,경기도교육청,7551000,경기도성남교육지원청,2023-03-22,282462.7647667761,344495.08734457096
Z000200013,B000008183,문래중학교,중학교,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2023-03-22,189767.34493190987,546754.0077442224
Z000210262,B000009490,하남중학교,중학교,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2023-03-22,378616.5784197389,279883.7836428422
Z000210262,B000009490,하남중학교,중학교,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2023-03-22,219703.72164669665,548546.5535301118
Z000210262,B000009490,하남중학교,중학교,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2023-03-22,182251.4941404592,285664.500441401
Z000200329,B000009490,하남중학교,중학교,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2023-03-22,378616.5784197389,279883.7836428422
Z000200329,B000009490,하남중학교,중학교,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2023-03-22,219703.72164669665,548546.5535301118
Z000200329,B000009490,하남중학교,중학교,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2023-03-22,182251.4941404592,285664.500441401
Z000200745,B000010275,익산어양중학교,중학교,8320000,전라북도교육청,8351000,전라북도익산교육지원청,2023-03-22,198607.05389826637,374126.90726793424
Z000200038,B000008382,상도중학교,중학교,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2023-03-22,412859.9948165341,382266.1437404417
Z000200038,B000008382,상도중학교,중학교,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2023-03-22,196604.05365696453,543436.6677363346
Z000200038,B000008382,상도중학교,중학교,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2023-03-22,178798.36216683433,543891.0939339768
Z000200147,B000009062,대전관평중학교,중학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2023-03-22,234739.02427597076,425217.7327356713
Z000210105,B000009963,보은중학교,중학교,8750000,경상북도교육청,8831000,경상북도상주교육지원청,2023-03-22,265158.76652289386,432151.58160400623
