학구ID,학교ID,학교명,학교급구분,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,데이터기준일자,X,Y
Z000101544,B000003402,신탄진초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2023-03-22,237869.88573375583,427954.7831204987
Z000100149,B000002008,서울영림초등학교,초등학교,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2023-03-22,191380.53358827956,543098.7958501482
Z000100586,B000002469,서천초등학교,초등학교,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2023-03-22,382743.1320328472,278761.34561755264
Z000100586,B000002469,서천초등학교,초등학교,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2023-03-22,171948.3809365251,386803.60913089896
Z000100586,B000002469,서천초등학교,초등학교,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2023-03-22,206384.58651869543,515989.332787201
Z000100933,B000002848,대구관천초등학교,초등학교,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2023-03-22,340052.79105178,371450.04119571496
Z000150086,B000003352,산내초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2023-03-22,242178.6715999329,409116.7829015972
Z000150086,B000003352,산내초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2023-03-22,176778.80205972257,569255.6091402407
Z000150086,B000003352,산내초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2023-03-22,256912.64725622456,313831.9216330717
Z000150086,B000003352,산내초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2023-03-22,370447.8225500593,333747.82818687725
Z000101537,B000003352,산내초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2023-03-22,242178.6715999329,409116.7829015972
Z000101537,B000003352,산내초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2023-03-22,176778.80205972257,569255.6091402407
Z000101537,B000003352,산내초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2023-03-22,256912.64725622456,313831.9216330717
Z000101537,B000003352,산내초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2023-03-22,370447.8225500593,333747.82818687725
Z000100316,B000002125,서울평화초등학교,초등학교,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2023-03-22,210820.64651513187,543582.1138528035
Z000101512,B000003362,대전성남초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2023-03-22,238530.0755885972,416210.2194150602
Z000101462,B000003292,진남초등학교,초등학교,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2023-03-22,191114.15679353315,279182.6947722022
Z000101462,B000003292,진남초등학교,초등학교,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2023-03-22,328915.6174133869,249437.0473669836
Z000106072,B000008068,의귀초등학교,초등학교,9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2023-03-22,173365.329072704,79745.7491467843
Z000100798,B000002721,기장초등학교,초등학교,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2023-03-22,401360.6712580254,296625.74291090254
Z000105708,B000007661,칠산초등학교,초등학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2023-03-22,368639.8796203293,291927.19641978253
Z000151184,B000007938,북상초등학교,초등학교,9010000,경상남도교육청,9211000,경상남도거창교육지원청,2023-03-22,273863.3304887086,353907.5876502687
Z000150792,B000007938,북상초등학교,초등학교,9010000,경상남도교육청,9211000,경상남도거창교육지원청,2023-03-22,273863.3304887086,353907.5876502687
Z000105937,B000007938,북상초등학교,초등학교,9010000,경상남도교육청,9211000,경상남도거창교육지원청,2023-03-22,273863.3304887086,353907.5876502687
Z000150791,B000007938,북상초등학교,초등학교,9010000,경상남도교육청,9211000,경상남도거창교육지원청,2023-03-22,273863.3304887086,353907.5876502687
Z000100903,B000002754,대구아양초등학교,초등학교,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2023-03-22,347848.9056386803,366749.2326321867
Z000100362,B000002213,서울양동초등학교,초등학교,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2023-03-22,186843.2039515251,547400.8692364382
Z000100769,B000002653,서감초등학교,초등학교,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2023-03-22,380625.6205524132,286344.3773141302
Z000150083,B000003396,대전대화초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2023-03-22,236887.32824770265,418381.3744307121
Z000101487,B000003396,대전대화초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2023-03-22,236887.32824770265,418381.3744307121
Z000101548,B000003430,가수원초등학교,초등학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2023-03-22,231731.000647407,411667.3361262444
Z000100032,B000001876,서울중화초등학교,초등학교,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2023-03-22,208357.82668212365,555940.4601017452
Z000101614,B000003476,대전하기초등학교,초등학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2023-03-22,228847.41150243167,421206.7017256449
Z000100185,B000002058,서울상월초등학교,초등학교,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2023-03-22,205044.720034482,562095.9103470991
Z000100031,B000001868,서울중목초등학교,초등학교,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2023-03-22,207006.90370892032,554493.7525776414
Z000106105,B000005742,연봉초등학교,초등학교,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2023-03-22,225266.7286916762,440657.0626261557
Z000106103,B000005745,연남초등학교,초등학교,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2023-03-22,224910.01914455087,438383.63584825787
Z000106100,B000005744,수왕초등학교,초등학교,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2023-03-22,222608.3547899239,438427.0024519514
Z000150975,B000007846,좌삼초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2023-03-22,385570.67572954623,317884.0013208924
Z000150976,B000007846,좌삼초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2023-03-22,385570.67572954623,317884.0013208924
Z000150974,B000007846,좌삼초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2023-03-22,385570.67572954623,317884.0013208924
Z000150972,B000007846,좌삼초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2023-03-22,385570.67572954623,317884.0013208924
Z000150973,B000007846,좌삼초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2023-03-22,385570.67572954623,317884.0013208924
Z000150592,B000007846,좌삼초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2023-03-22,385570.67572954623,317884.0013208924
Z000151211,B000007846,좌삼초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2023-03-22,385570.67572954623,317884.0013208924
Z000151210,B000007846,좌삼초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2023-03-22,385570.67572954623,317884.0013208924
Z000105845,B000007846,좌삼초등학교,초등학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2023-03-22,385570.67572954623,317884.0013208924
Z000105811,B000007805,유어초등학교,초등학교,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2023-03-22,328008.48290560656,324467.6503531098
Z000151181,B000007805,유어초등학교,초등학교,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2023-03-22,328008.48290560656,324467.6503531098
Z000151179,B000007805,유어초등학교,초등학교,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2023-03-22,328008.48290560656,324467.6503531098
Z000150789,B000007805,유어초등학교,초등학교,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2023-03-22,328008.48290560656,324467.6503531098
Z000150790,B000007805,유어초등학교,초등학교,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2023-03-22,328008.48290560656,324467.6503531098
Z000100452,B000002310,서울동작초등학교,초등학교,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2023-03-22,197952.0028954727,543849.730917665
Z000100322,B000002198,서울갈산초등학교,초등학교,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2023-03-22,188506.29568085432,545815.432192042
Z000150020,B000002049,서울태랑초등학교,초등학교,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2023-03-22,208008.53254532407,558534.4334282645
Z000100221,B000002049,서울태랑초등학교,초등학교,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2023-03-22,208008.53254532407,558534.4334282645
Z000100223,B000002065,서울한천초등학교,초등학교,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2023-03-22,206082.09314351628,557842.1456194537
Z000100560,B000002467,괴정초등학교,초등학교,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2023-03-22,382326.8237993347,280417.27034163696
Z000101561,B000003436,대전관저초등학교,초등학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2023-03-22,230520.68420544543,412080.4373673039
Z000106339,B000026788,대구국우초등학교,초등학교,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2023-03-22,343057.6022227354,374301.8631702712
Z000105711,B000007725,무안초등학교,초등학교,9010000,경상남도교육청,9101000,경상남도밀양교육지원청,2023-03-22,349878.2229238489,320797.7831984528
Z000105711,B000007725,무안초등학교,초등학교,9010000,경상남도교육청,9101000,경상남도밀양교육지원청,2023-03-22,152224.64763742263,266244.3938951708
Z000151121,B000005015,맹방초등학교,초등학교,7800000,강원도교육청,7871000,강원도삼척교육지원청,2023-03-22,396006.2022984882,535551.34433217
Z000151119,B000005015,맹방초등학교,초등학교,7800000,강원도교육청,7871000,강원도삼척교육지원청,2023-03-22,396006.2022984882,535551.34433217
Z000151122,B000005015,맹방초등학교,초등학교,7800000,강원도교육청,7871000,강원도삼척교육지원청,2023-03-22,396006.2022984882,535551.34433217
Z000151120,B000005015,맹방초등학교,초등학교,7800000,강원도교육청,7871000,강원도삼척교육지원청,2023-03-22,396006.2022984882,535551.34433217
Z000103170,B000005015,맹방초등학교,초등학교,7800000,강원도교육청,7871000,강원도삼척교육지원청,2023-03-22,396006.2022984882,535551.34433217
Z000100415,B000002295,서울신구초등학교,초등학교,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2023-03-22,202146.08469564156,547078.0661200035
Z000105932,B000007934,거창초등학교,초등학교,9010000,경상남도교육청,9211000,경상남도거창교육지원청,2023-03-22,282463.7399185337,343777.19977308623
Z000101453,B000003295,유안초등학교,초등학교,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2023-03-22,192203.062136433,281003.5858830548
Z000100015,B000001877,서울봉화초등학교,초등학교,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2023-03-22,208138.06285009312,557084.6058267718
Z000150958,B000005687,서령초등학교,초등학교,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2023-03-22,150663.52777494784,460747.4877614571
Z000100365,B000002202,서울양원초등학교,초등학교,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2023-03-22,184399.3252289569,548808.8650386735
Z000100577,B000002433,보수초등학교,초등학교,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2023-03-22,384561.9546818298,280719.526266884
Z000100973,B000002850,대구태전초등학교,초등학교,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2023-03-22,339521.4767152622,371390.5390299388
Z000101652,B000003499,성안초등학교,초등학교,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2023-03-22,409586.402958645,333534.5166501938
Z000101652,B000003499,성안초등학교,초등학교,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2023-03-22,186992.96909316632,522872.1364966098
Z000103956,B000005840,합천초등학교,초등학교,8140000,충청남도교육청,8251000,충청남도청양교육지원청,2023-03-22,174379.07111331008,425292.3365379559
Z000103956,B000005840,합천초등학교,초등학교,8140000,충청남도교육청,8251000,충청남도청양교육지원청,2023-03-22,305483.7999382847,330430.8981128097
Z000100866,B000002773,대구동문초등학교,초등학교,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2023-03-22,349188.2603562927,365415.2364959983
Z000103144,B000005003,상평초등학교현서분교장,초등학교,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2023-03-22,334391.15996360884,599742.1473392497
Z000100837,B000025605,일광초등학교,초등학교,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2023-03-22,402277.8362858626,299100.5621417316
Z000100670,B000002594,거제초등학교,초등학교,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2023-03-22,388278.52276450495,288777.9905287515
Z000100670,B000002594,거제초등학교,초등학교,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2023-03-22,345596.4473301965,251793.6689574342
Z000100016,B000001873,서울상봉초등학교,초등학교,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2023-03-22,207389.73361477404,555394.6866666715
Z000100204,B000002069,서울원광초등학교,초등학교,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2023-03-22,206604.2852767166,561601.0833147874
Z000100205,B000002068,서울월계초등학교,초등학교,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2023-03-22,204488.0726224492,558670.1288835576
Z000101600,B000003451,대전신계초등학교,초등학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2023-03-22,233954.04772049063,411616.1076322975
Z000151121,B000005014,근덕초등학교,초등학교,7800000,강원도교육청,7871000,강원도삼척교육지원청,2023-03-22,397060.8374603654,533568.9936768719
Z000151119,B000005014,근덕초등학교,초등학교,7800000,강원도교육청,7871000,강원도삼척교육지원청,2023-03-22,397060.8374603654,533568.9936768719
Z000151122,B000005014,근덕초등학교,초등학교,7800000,강원도교육청,7871000,강원도삼척교육지원청,2023-03-22,397060.8374603654,533568.9936768719
Z000151120,B000005014,근덕초등학교,초등학교,7800000,강원도교육청,7871000,강원도삼척교육지원청,2023-03-22,397060.8374603654,533568.9936768719
Z000103168,B000005014,근덕초등학교,초등학교,7800000,강원도교육청,7871000,강원도삼척교육지원청,2023-03-22,397060.8374603654,533568.9936768719
Z000101249,B000003181,송해초등학교,초등학교,7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2023-03-22,152362.6751194516,574672.8550734299
Z000100967,B000002823,대구서변초등학교조야분교장,초등학교,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2023-03-22,342381.74151608616,369148.51646122
Z000100685,B000002580,남산초등학교,초등학교,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2023-03-22,390093.863323124,298226.3665848298
Z000100685,B000002580,남산초등학교,초등학교,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2023-03-22,256870.15764336535,577202.8718734938
Z000100685,B000002580,남산초등학교,초등학교,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2023-03-22,408176.0460610209,329064.4242881589
Z000100685,B000002580,남산초등학교,초등학교,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2023-03-22,345130.38323266513,469860.787382245
Z000100685,B000002580,남산초등학교,초등학교,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2023-03-22,365958.14786072297,356621.7229207243
Z000100685,B000002580,남산초등학교,초등학교,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2023-03-22,366766.5553295258,573369.9564724192
Z000100685,B000002580,남산초등학교,초등학교,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2023-03-22,277457.7964031496,565190.1520346146
Z000100685,B000002580,남산초등학교,초등학교,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2023-03-22,315237.3926238169,303438.6179192833
Z000100292,B000025289,서울송례초등학교,초등학교,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2023-03-22,212250.90769034988,542041.9203655802
Z000151234,B000025289,서울송례초등학교,초등학교,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2023-03-22,212250.90769034988,542041.9203655802
Z000150632,B000025289,서울송례초등학교,초등학교,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2023-03-22,212250.90769034988,542041.9203655802
Z000102053,B000004276,광명광성초등학교,초등학교,7530000,경기도교육청,7591000,경기도광명교육지원청,2023-03-22,188754.6518596848,542102.8744577734
Z000100887,B000002791,대구범일초등학교,초등학교,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2023-03-22,348185.6887749629,358931.03599247645
Z000100888,B000002789,대구복명초등학교,초등학교,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2023-03-22,348913.8817720881,359073.3913918608
Z000104016,B000005919,안중초등학교,초등학교,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2023-03-22,143703.18512508876,430795.8073071352
Z000104016,B000005919,안중초등학교,초등학교,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2023-03-22,193390.7703659096,487855.2307167037
Z000101527,B000003415,대전중원초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2023-03-22,238327.85919710883,418654.589728817
Z000106297,B000025444,용아초등학교,초등학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2023-03-22,246742.73436272083,446773.0810258612
Z000103133,B000004967,통리초등학교,초등학교,7800000,강원도교육청,7851000,강원도태백교육지원청,2023-03-22,380805.2060548304,509417.0611944128
Z000103143,B000004990,상평초등학교,초등학교,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2023-03-22,339194.6502657773,609332.6365200042
Z000100440,B000002306,서울강남초등학교,초등학교,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2023-03-22,195862.09277464863,545192.4677248894
Z000105655,B000007684,계동초등학교,초등학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2023-03-22,363528.1700620273,289062.35771368694
Z000151169,B000007699,안명초등학교,초등학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2023-03-22,366263.8422608371,302391.1010804246
Z000151105,B000007699,안명초등학교,초등학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2023-03-22,366263.8422608371,302391.1010804246
Z000151104,B000007699,안명초등학교,초등학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2023-03-22,366263.8422608371,302391.1010804246
Z000151106,B000007699,안명초등학교,초등학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2023-03-22,366263.8422608371,302391.1010804246
Z000105689,B000007699,안명초등학교,초등학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2023-03-22,366263.8422608371,302391.1010804246
Z000101579,B000003484,대전배울초등학교,초등학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2023-03-22,234428.1982182356,424925.693083472
Z000103142,B000005004,상평초등학교공수전분교장,초등학교,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2023-03-22,336708.89860108914,605776.8871790711
Z000150761,B000005098,옥동초등학교,초등학교,7800000,강원도교육청,7901000,강원도영월교육지원청,2023-03-22,339517.78816981346,504573.5226258341
Z000150761,B000005098,옥동초등학교,초등학교,7800000,강원도교육청,7901000,강원도영월교육지원청,2023-03-22,408280.8454950376,328874.11230987497
Z000150761,B000005098,옥동초등학교,초등학교,7800000,강원도교육청,7901000,강원도영월교육지원청,2023-03-22,247117.48149970776,478379.187010772
Z000150361,B000005098,옥동초등학교,초등학교,7800000,강원도교육청,7901000,강원도영월교육지원청,2023-03-22,339517.78816981346,504573.5226258341
Z000150361,B000005098,옥동초등학교,초등학교,7800000,강원도교육청,7901000,강원도영월교육지원청,2023-03-22,408280.8454950376,328874.11230987497
Z000150361,B000005098,옥동초등학교,초등학교,7800000,강원도교육청,7901000,강원도영월교육지원청,2023-03-22,247117.48149970776,478379.187010772
Z000103257,B000005098,옥동초등학교,초등학교,7800000,강원도교육청,7901000,강원도영월교육지원청,2023-03-22,339517.78816981346,504573.5226258341
Z000103257,B000005098,옥동초등학교,초등학교,7800000,강원도교육청,7901000,강원도영월교육지원청,2023-03-22,408280.8454950376,328874.11230987497
Z000103257,B000005098,옥동초등학교,초등학교,7800000,강원도교육청,7901000,강원도영월교육지원청,2023-03-22,247117.48149970776,478379.187010772
Z000102054,B000004270,광명남초등학교,초등학교,7530000,경기도교육청,7591000,경기도광명교육지원청,2023-03-22,187073.4002905135,541797.7680910021
Z000102055,B000004274,광명동초등학교,초등학교,7530000,경기도교육청,7591000,경기도광명교육지원청,2023-03-22,187905.8941534824,542677.4790624131
Z000100604,B000002460,청학초등학교,초등학교,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2023-03-22,387770.2461815155,279365.96077247465
Z000101563,B000003459,대전교촌초등학교,초등학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2023-03-22,228420.7487802781,412009.46314844594
Z000100882,B000002738,대구명덕초등학교,초등학교,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2023-03-22,343589.771385739,363469.0547621369
Z000101250,B000003174,양도초등학교,초등학교,7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2023-03-22,148799.10629367572,565636.4361258984
Z000101250,B000003174,양도초등학교,초등학교,7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2023-03-22,175304.7102059076,556019.9390678678
Z000102147,B000004087,서해초등학교,초등학교,7530000,경기도교육청,7781000,경기도시흥교육지원청,2023-03-22,175612.0340555343,528553.2293214822
Z000105966,B000008031,고산초등학교,초등학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2023-03-22,123403.93235586828,79295.2957016963
Z000105966,B000008031,고산초등학교,초등학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2023-03-22,219280.62502386916,375294.35535333055
Z000105966,B000008031,고산초등학교,초등학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2023-03-22,209333.9060555571,570200.8960430014
Z000105966,B000008031,고산초등학교,초등학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2023-03-22,282096.4939516209,538908.9637216047
Z000105966,B000008031,고산초등학교,초등학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2023-03-22,161888.9900766644,484330.74107319646
Z000101206,B000025226,인천송일초등학교,초등학교,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2023-03-22,167729.1852196713,531689.0553112287
Z000101189,B000025193,인천만월초등학교,초등학교,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2023-03-22,174839.40103258137,538052.5155690883
Z000150033,B000002256,서울원촌초등학교,초등학교,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2023-03-22,201129.28770111213,545174.1248756704
Z000100431,B000002256,서울원촌초등학교,초등학교,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2023-03-22,201129.28770111213,545174.1248756704
Z000100972,B000002849,대구태암초등학교,초등학교,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2023-03-22,339925.5674424182,370641.5484374549
Z000101543,B000003409,신탄진용정초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2023-03-22,239012.20460767965,428486.0936383902
Z000150087,B000003409,신탄진용정초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2023-03-22,239012.20460767965,428486.0936383902
Z000100893,B000002749,대구서촌초등학교,초등학교,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2023-03-22,347089.50949141884,377078.14865242416
Z000101201,B000003071,인천성리초등학교,초등학교,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2023-03-22,174331.5909228255,538513.6451987042
Z000103423,B000005287,수곡초등학교,초등학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2023-03-22,242156.4211346052,446751.284498674
Z000103423,B000005287,수곡초등학교,초등학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2023-03-22,196303.52359055472,330185.58221609297
Z000103423,B000005287,수곡초등학교,초등학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2023-03-22,284891.15775673336,289768.35962177743
Z000100969,B000002841,대구칠곡초등학교,초등학교,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2023-03-22,340011.6434581637,373055.2336425926
Z000150689,B000005089,봉래초등학교,초등학교,7800000,강원도교육청,7901000,강원도영월교육지원청,2023-03-22,331078.15229539986,509642.7461189047
Z000150689,B000005089,봉래초등학교,초등학교,7800000,강원도교육청,7901000,강원도영월교육지원청,2023-03-22,242815.1091322196,208278.8068552861
Z000150689,B000005089,봉래초등학교,초등학교,7800000,강원도교육청,7901000,강원도영월교육지원청,2023-03-22,385626.38364092086,281360.2697605865
Z000150689,B000005089,봉래초등학교,초등학교,7800000,강원도교육청,7901000,강원도영월교육지원청,2023-03-22,299052.861010412,289814.9470323363
Z000151322,B000005089,봉래초등학교,초등학교,7800000,강원도교육청,7901000,강원도영월교육지원청,2023-03-22,331078.15229539986,509642.7461189047
Z000151322,B000005089,봉래초등학교,초등학교,7800000,강원도교육청,7901000,강원도영월교육지원청,2023-03-22,242815.1091322196,208278.8068552861
Z000151322,B000005089,봉래초등학교,초등학교,7800000,강원도교육청,7901000,강원도영월교육지원청,2023-03-22,385626.38364092086,281360.2697605865
Z000151322,B000005089,봉래초등학교,초등학교,7800000,강원도교육청,7901000,강원도영월교육지원청,2023-03-22,299052.861010412,289814.9470323363
Z000100258,B000002129,서울가원초등학교,초등학교,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2023-03-22,209852.51158119357,543302.4263680455
Z000101730,B000003548,울산중앙초등학교,초등학교,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2023-03-22,409974.3012224448,329712.205558828
Z000102165,B000004104,시흥장현초등학교,초등학교,7530000,경기도교육청,7781000,경기도시흥교육지원청,2023-03-22,182183.79326415708,531415.7699688023
Z000105035,B000006985,안강초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,401029.8684977053,379299.0411002224
Z000100813,B000002704,반안초등학교,초등학교,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2023-03-22,392460.4873856991,291655.5234018876
Z000150057,B000024106,대구봉무초등학교,초등학교,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2023-03-22,347782.05816448893,371042.609735376
Z000100875,B000002750,대구동촌초등학교,초등학교,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2023-03-22,349782.52792215685,366241.1905889596
Z000100923,B000002764,대구효동초등학교,초등학교,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2023-03-22,348521.9208211868,366414.9730572772
Z000151191,B000022623,제석초등학교,초등학교,9010000,경상남도교육청,9071000,경상남도통영교육지원청,2023-03-22,329537.9501933416,254225.30188391783
Z000100662,B000002531,운산초등학교,초등학교,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2023-03-22,392835.9753885018,281332.34315587464
Z000100662,B000002531,운산초등학교,초등학교,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2023-03-22,162757.26563981522,468244.2054026695
Z000100662,B000002531,운산초등학교,초등학교,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2023-03-22,370845.13838293386,571766.0829798426
Z000100662,B000002531,운산초등학교,초등학교,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2023-03-22,206879.8762192918,505953.03932591307
Z000100660,B000002543,용호초등학교,초등학교,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2023-03-22,392255.7772730042,282746.4384940599
Z000100660,B000002543,용호초등학교,초등학교,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2023-03-22,194752.376919347,526968.2603750097
